bandwidth,kernel,nll
0.0016913295170296488,gaussian,4334.519596098821
0.001706994934038408,gaussian,4501.035038990352
0.001722805447131394,gaussian,4200.375788937022
0.0017387624002162504,gaussian,4248.029083834287
0.0017548671496481502,gaussian,4010.5780858475737
0.0017711210643450886,gaussian,4084.9792470078437
0.0017875255259042354,gaussian,3708.775151366404
0.0018040819287193828,gaussian,3902.5529808807128
0.0018207916800994624,gaussian,3647.053783229558
0.0018376562003881705,gaussian,3826.3370110690066
0.0018546769230846994,gaussian,3656.1550997234763
0.0018718552949655793,gaussian,3737.765585201236
0.0018891927762076663,gaussian,3410.57831390749
0.001906690840512252,gaussian,3384.712576935145
0.0019243509752303303,gaussian,3567.9163874389237
0.0019421746814890265,gaussian,3064.740276143302
0.0019601634743191855,gaussian,3311.3410880724514
0.001978318882784164,gaussian,3133.8191372828383
0.0019966424501097935,gaussian,3057.0686799281552
0.0020151357338155586,gaussian,2968.621248331292
0.002033800305846982,gaussian,3081.3630198210517
0.002052637752709252,gaussian,2989.5388247318815
0.002071649675602069,gaussian,2936.6131400119684
0.00209083769055575,gaussian,2717.973096383836
0.0021102034285685966,gaussian,2695.7225213114657
0.002129748535745521,gaussian,2667.263947598949
0.0021494746734379805,gaussian,2600.4923503379327
0.002169383518385184,gaussian,2624.6891452659515
0.002189476762856621,gaussian,2606.409094874568
0.002209756114795903,gaussian,2517.5828910294777
0.0022302232979659387,gaussian,2530.863566043094
0.002250880052095462,gaussian,2481.84739976505
0.0022717281330269052,gaussian,2296.374122557116
0.002292769312865649,gaussian,2492.030592963091
0.002314005380130654,gaussian,2300.2809830303354
0.002335438139906479,gaussian,2178.8214868396294
0.002357069413996728,gaussian,2107.926648133908
0.0023789010410788934,gaussian,2083.138590242824
0.0024009348768606518,gaussian,2024.5982824672803
0.0024231727942376005,gaussian,1974.6410878576269
0.0024456166834524464,gaussian,1956.3051606361016
0.0024682684522556926,gaussian,2035.5764044000548
0.0024911300260677884,gaussian,1970.8105528771805
0.0025142033481427967,gaussian,1980.143939360766
0.0025374903797335717,gaussian,1881.8464048811613
0.002560993100258459,gaussian,1880.6341782644406
0.002584713507469564,gaussian,1804.8519319964682
0.002608653617622548,gaussian,1909.5475683941913
0.00263281546564802,gaussian,1821.2210412674824
0.0026572011053245066,gaussian,1755.7985733716444
0.002681812609453016,gaussian,1655.9228826063093
0.0027066520700332413,gaussian,1719.7660635473248
0.002731721598441376,gaussian,1607.1790785428198
0.0027570233256095826,gaussian,1666.24917304096
0.0027825594022071257,gaussian,1729.0069254581374
0.0028083319988231725,gaussian,1561.3257745661024
0.002834343306151309,gaussian,1555.1953267890276
0.002860595535175742,gaussian,1514.854082582144
0.0028870909173592347,gaussian,1514.7629198721543
0.0029138317048327885,gaussian,1387.146292862283
0.002940820170587064,gaussian,1436.6912970232863
0.0029680586086656023,gaussian,1450.6560571662749
0.002995549334359813,gaussian,1325.4718954676885
0.0030232946844057766,gaussian,1384.5579365288932
0.0030512970171828707,gaussian,1328.9159460398896
0.0030795587129142264,gaussian,1346.9962534066183
0.003108082173869064,gaussian,1322.2677788339465
0.0031368698245668766,gaussian,1215.698669543276
0.0031659241119835206,gaussian,1226.3195715455856
0.0031952475057592136,gaussian,1235.0103678129574
0.003224842498408442,gaussian,1140.7063812950908
0.003254711605531848,gaussian,1096.7050505390537
0.0032848573660300435,gaussian,1220.690589102091
0.0033152823423194234,gaussian,1057.7222325311961
0.0033459891205499747,gaussian,1088.3422757233457
0.0033769803108250913,gaussian,1115.6234453016457
0.003408258547423452,gaussian,1065.4817294434245
0.0034398264890229246,gaussian,1021.6022050892026
0.0034716868189265592,gaussian,980.0753846869113
0.003503842245290676,gaussian,1027.6763737489737
0.0035362955013550426,gaussian,966.5114863931695
0.0035690493456752297,gaussian,1040.757019055346
0.00360210656235707,gaussian,954.2775881970166
0.0036354699612933176,gaussian,906.931332641092
0.003669142378402494,gaussian,936.7897653227811
0.003703126675869927,gaussian,899.0981059298778
0.0037374257423910644,gaussian,857.1639874686907
0.0037720424934169976,gaussian,837.9103057253008
0.003806979871402284,gaussian,805.3770260434503
0.003842240846055061,gaussian,798.5814920941639
0.003877828414589457,gaussian,788.8098676586872
0.003913745601980384,gaussian,790.2363727916339
0.003949995461220643,gaussian,762.5239770462338
0.003986581073580439,gaussian,809.3585989583335
0.004023505548869293,gaussian,726.5411584852338
0.004060772025700365,gaussian,761.6006010782482
0.0040983836717572615,gaussian,704.9916855343079
0.004136343684063274,gaussian,704.1748449356334
0.004174655289253135,gaussian,700.2901027009473
0.004213321743847289,gaussian,667.9946478437294
0.004252346334528682,gaussian,688.6619442902958
0.004291732378422158,gaussian,651.3989919588782
0.004331483223376399,gaussian,632.7468975117532
0.004371602248248502,gaussian,630.7560158023002
0.00441209286319119,gaussian,626.3201056460152
0.004452958509942656,gaussian,622.181170724472
0.004494202662119142,gaussian,620.5448662946658
0.004535828825510187,gaussian,587.7326315203346
0.004577840538376616,gaussian,580.1003402534934
0.004620241371751313,gaussian,559.4885204287823
0.0046630349297427315,gaussian,576.7007010959092
0.004706224849841282,gaussian,564.5928483182381
0.0047498148032285,gaussian,576.7995137363972
0.004793808495089107,gaussian,517.3801495544991
0.004838209664925958,gaussian,509.10969042262354
0.00488302208687788,gaussian,527.837015955161
0.004928249570040513,gaussian,483.2989396513483
0.004973895958790063,gaussian,487.6866667339545
0.005019965133110079,gaussian,500.5244918275514
0.005066461008921269,gaussian,477.053517230163
0.005113387538414326,gaussian,496.957126334359
0.005160748710385908,gaussian,482.4350535853194
0.00520854855057766,gaussian,452.1084239988543
0.005256791122018419,gaussian,436.0057343312828
0.005305480525369574,gaussian,435.82012024326986
0.005354620899273608,gaussian,426.38598469205664
0.005404216420705915,gaussian,421.08492798207277
0.005454271305329836,gaussian,441.28513227248726
0.005504789807854967,gaussian,411.89342477153355
0.005555776222398878,gaussian,397.3371395392349
0.005607234882852033,gaussian,390.8670930375073
0.005659170163246243,gaussian,372.6203032108028
0.0057115864781264345,gaussian,385.1299652373243
0.005764488282925874,gaussian,382.3773365476812
0.005817880074344936,gaussian,365.80444032763796
0.005871766390733255,gaussian,353.11756593353704
0.005926151812475552,gaussian,356.21569243815776
0.005981040962380944,gaussian,344.7854794941489
0.006036438506075864,gaussian,352.6467136780687
0.006092349152400711,gaussian,321.50712721795753
0.006148777653810023,gaussian,341.1500327106942
0.0062057288067765,gaussian,315.43986797723903
0.006263207452198692,gaussian,310.5729635174713
0.0063212184758124484,gaussian,314.12810392385967
0.006379766808606282,gaussian,299.65570713019514
0.006438857427240419,gaussian,299.96221428697396
0.006498495354469888,gaussian,291.1868971358332
0.0065586856595714355,gaussian,301.7361518647869
0.006619433458774394,gaussian,290.94924356336975
0.006680743915695614,gaussian,276.7040760905108
0.006742622241778342,gaussian,284.64138434524455
0.006805073696735207,gaussian,264.0996743324701
0.006868103588995308,gaussian,257.1731861795371
0.006931717276155407,gaussian,256.608462318733
0.006995920165435375,gaussian,254.80918128212005
0.0070607177141377726,gaussian,233.76652402311888
0.007126115430111745,gaussian,237.77598943716612
0.007192118872221193,gaussian,247.19212286103564
0.007258733650817253,gaussian,230.70999957539254
0.00732596542821523,gaussian,226.69976042833295
0.007393819919175866,gaussian,227.78670800889225
0.007462302891391108,gaussian,217.5290438250874
0.007531420165974375,gaussian,209.0288154648152
0.00760117761795533,gaussian,205.53869905331325
0.007671581176779302,gaussian,208.40993446490884
0.007742636826811269,gaussian,208.40466635010947
0.007814350607844541,gaussian,207.5746428084173
0.007886728615614156,gaussian,189.26764702476476
0.007959777002314986,gaussian,189.44503257565196
0.008033501977124734,gaussian,193.74934806498763
0.008107909806731687,gaussian,186.09711807557153
0.008183006815867389,gaussian,191.86925339694824
0.008258799387844271,gaussian,185.0331331612353
0.008335293965098196,gaussian,177.3882283995991
0.008412497049736118,gaussian,179.13304278382626
0.008490415204088747,gaussian,180.07926051527883
0.008569055051268348,gaussian,160.36452711349014
0.008648423275731726,gaussian,163.48566503533687
0.00872852662384838,gaussian,159.4930537850308
0.00880937190447399,gaussian,160.28034671688786
0.008890965989529159,gaussian,151.74501766210258
0.00897331581458352,gaussian,154.8673995967509
0.009056428379445295,gaussian,150.88857037398512
0.009140310748756233,gaussian,156.08796430904658
0.009224970052592174,gaussian,146.91587898957928
0.009310413487069076,gaussian,149.54224134230049
0.009396648314954691,gaussian,137.8577093811409
0.009483681866285927,gaussian,135.9059309248315
0.009571521538991866,gaussian,127.24856518647015
0.009660174799522647,gaussian,129.3405396716675
0.009749649183484086,gaussian,128.26801842994223
0.009839952296278227,gaussian,129.78796517722853
0.009931091813749801,gaussian,122.15002346806776
0.010023075482838654,gaussian,118.69875664434453
0.010115911122238298,gaussian,122.11087907174775
0.010209606623060466,gaussian,112.79720195238582
0.01030416994950588,gaussian,119.59949974963908
0.010399609139541197,gaussian,113.70886060613569
0.010495932305582278,gaussian,108.7564207719186
0.0105931476351837,gaussian,121.29027976692204
0.01069126339173476,gaussian,106.74995070058586
0.010790287915161841,gaussian,106.94504219812075
0.010890229622637299,gaussian,96.75135057708188
0.010991097009294973,gaussian,100.54956918449801
0.011092898648952227,gaussian,99.30489725129772
0.011195643194838782,gaussian,94.49404112725024
0.011299339380332223,gaussian,95.11985330520373
0.011403996019700324,gaussian,94.42072415048793
0.011509622008850324,gaussian,93.81338586101825
0.011616226326085019,gaussian,90.99363322396546
0.011723818032865985,gaussian,86.86443410328701
0.011832406274583786,gaussian,84.73353059679435
0.011942000281335319,gaussian,83.72359222258316
0.012052609368708425,gaussian,86.90890839744003
0.01216424293857368,gaussian,82.11606068740397
0.012276910479883591,gaussian,81.338611660946
0.012390621569479163,gaussian,78.94690634770471
0.012505385872903908,gaussian,81.31850992947726
0.012621213145225473,gaussian,76.09985205729542
0.012738113231864785,gaussian,74.42293689894674
0.012856096069432959,gaussian,71.85811962307808
0.012975171686575875,gaussian,72.9780013830718
0.01309535020482667,gaussian,71.82155494964691
0.013216641839466052,gaussian,71.18042784245259
0.013339056900390587,gaussian,68.16034318427488
0.013462605792989104,gaussian,65.2480700211903
0.013587299019027098,gaussian,65.35742242294624
0.013713147177539449,gaussian,68.403540383648
0.013840160965731315,gaussian,66.97104007624772
0.013968351179887397,gaussian,62.11821831273757
0.01409772871628967,gaussian,59.879729040589574
0.014228304572143526,gaussian,62.5644411063199
0.014360089846512599,gaussian,57.528357199277835
0.014493095741262165,gaussian,59.530555811472816
0.0146273335620113,gaussian,58.17544876794037
0.014762814719093903,gaussian,59.29645913481163
0.014899550728528544,gaussian,53.93419903347174
0.015037553212997377,gaussian,54.208715773013196
0.015176833902834053,gaussian,54.24074858913739
0.015317404637020799,gaussian,53.04073993777373
0.015459277364194777,gaussian,49.73298706975044
0.015602464143663687,gaussian,49.29923045576928
0.01574697714643086,gaussian,47.87656160567312
0.01589282865622978,gaussian,51.15140731311185
0.0160400310705682,gaussian,49.74688266454388
0.016188596901781985,gaussian,46.576025962187536
0.016338538778098613,gaussian,45.17864639271685
0.016489869444710648,gaussian,43.69728375212815
0.016642601764859037,gaussian,43.22069605735359
0.01679674872092653,gaussian,44.467220179079234
0.016952323415541204,gaussian,44.343658611999274
0.017109339072690143,gaussian,40.987142136257376
0.01726780903884356,gaussian,40.70594193103011
0.01742774678408919,gaussian,38.21232550861684
0.017589165903277325,gaussian,39.96251386168248
0.017752080117176352,gaussian,39.05398509657833
0.017916503273639004,gaussian,38.61120036114252
0.018082449348779516,gaussian,39.19228692405999
0.018249932448161525,gaussian,36.81363395024588
0.01841896680799711,gaussian,35.419614646050825
0.018589566796356875,gaussian,38.02651150580346
0.018761746914391204,gaussian,35.36643301814732
0.018935521797562953,gaussian,35.37267612648858
0.01911090621689138,gaussian,32.199915310017126
0.019287915080207777,gaussian,34.50038848460369
0.019466563433422623,gaussian,31.970487940110104
0.019646866461804455,gaussian,34.52379264485301
0.019828839491270712,gaussian,32.59327862973926
0.020012497989690372,gaussian,30.805428555456764
0.020197857568198783,gaussian,30.472182582591014
0.020384933982524632,gaussian,29.37230712034956
0.020573743134329126,gaussian,29.149399008474273
0.020764301072557747,gaussian,29.674496334785434
0.02095662399480433,gaussian,28.168981867872287
0.021150728248687946,gaussian,27.95833779991255
0.021346630333242442,gaussian,27.642459136078994
0.021544346900318832,gaussian,27.232736644388506
0.0217438947560008,gaussian,26.354632660732815
0.021945290862033135,gaussian,26.042081249680844
0.022148552337263594,gaussian,26.089633013717222
0.022353696459097953,gaussian,26.425050174710417
0.022560740664968604,gaussian,24.101085647254664
0.0227697025538168,gaussian,24.283300270152974
0.02298059988758851,gaussian,23.71723909017133
0.02319345059274429,gaussian,22.479487240801834
0.023408272761782933,gaussian,22.257526056822424
0.023625084654779464,gaussian,22.4997543432026
0.023843904700937203,gaussian,21.956144133638023
0.024064751500154243,gaussian,22.324298345826172
0.024287643824604518,gaussian,21.436603432890326
0.024512600620333384,gaussian,20.720269056968426
0.024739641008868128,gaussian,19.451711554634215
0.024968784288843266,gaussian,20.81235242008323
0.025200049937640922,gaussian,18.6128274695029
0.025433457613046495,gaussian,19.2748359829875
0.025669027154919505,gaussian,18.64452794893117
0.025906778586880074,gaussian,18.778144668976754
0.02614673211801092,gaussian,17.914669153979798
0.026388908144575104,gaussian,17.82545471029501
0.02663332725174982,gaussian,18.37865569934147
0.02688001021537606,gaussian,18.06391516730629
0.027128978003724658,gaussian,17.289804733574368
0.027380251779278577,gaussian,16.565330212153928
0.027633852900531698,gaussian,16.198462265661846
0.02788980292380441,gaussian,16.883527986597738
0.0281481236050758,gaussian,15.401802218196185
0.028408836901833025,gaussian,16.3823171401283
0.028671964974937698,gaussian,15.43592204271521
0.028937530190509504,gaussian,15.606353852629486
0.029205555121827466,gaussian,14.309115461531585
0.029476062551248572,gaussian,14.034663362452024
0.029749075472144407,gaussian,14.122211073397407
0.030024617090855493,gaussian,13.762285269939163
0.030302710828663964,gaussian,13.603990963185081
0.030583380323784333,gaussian,13.759429716834399
0.03086664943337273,gaussian,12.660733034237051
0.03115254223555488,gaussian,13.194932906914001
0.031441083031472646,gaussian,12.899991732957552
0.03173229634734976,gaussian,12.913403790470541
0.03202620693657652,gaussian,12.621392699011372
0.03232283978181379,gaussian,12.214747725842546
0.0326222200971167,gaussian,11.554168331264158
0.03292437333007769,gaussian,11.554298283690372
0.033229325163989715,gaussian,11.0130800769412
0.033537101520029304,gaussian,11.039558762184571
0.03384772855945981,gaussian,10.90953591031213
0.03416123268585528,gaussian,10.968160007296145
0.03447764054734464,gaussian,11.47271267569124
0.034796979038876914,gaussian,10.795164904498826
0.03511927530450729,gaussian,10.852224457239194
0.035444556739704335,gaussian,9.775518204799672
0.03577285099367873,gaussian,9.874953042260959
0.03610418597173337,gaussian,9.95334794639755
0.03643858983763545,gaussian,10.067484766040865
0.03677609101601033,gaussian,9.823668438266527
0.03711671819475765,gaussian,9.467880608774436
0.03746050032748993,gaussian,9.426213867866329
0.03780746663599349,gaussian,9.80170078558906
0.03815764661271248,gaussian,9.014203602706433
0.03851107002325571,gaussian,8.782480617491748
0.038867766908926654,gaussian,8.42964932426201
0.03922776758927719,gaussian,8.531205982393342
0.03959110266468459,gaussian,8.218822825862512
0.039957803018952694,gaussian,8.405662876666366
0.040327899821937074,gaussian,8.19946218265335
0.040701424532194365,gaussian,7.78842929098099
0.04107840889965647,gaussian,7.620997683543561
0.04145888496832911,gaussian,7.835493574834084
0.041842885079015825,gaussian,7.776040085074274
0.042230441872066746,gaussian,7.242591514939299
0.04262158829015323,gaussian,7.423088858954848
0.04301635758106795,gaussian,7.258228202216454
0.04341478330055092,gaussian,7.136108296088572
0.043816899315141926,gaussian,7.142070780809078
0.044222739805058996,gaussian,6.98773437540906
0.04463233926710395,gaussian,6.634660815371622
0.04504573251759458,gaussian,6.590629317750572
0.04546295469532399,gaussian,6.704334575210694
0.04588404126454759,gaussian,6.775073824368783
0.04630902801799739,gaussian,6.293065276138372
0.04673795107992461,gaussian,6.206939941323525
0.04717084690917017,gaussian,6.163742147556663
0.04760775230226368,gaussian,6.017651092949759
0.04804870439655132,gaussian,6.114686809523797
0.048493740673352353,gaussian,6.317389264076757
0.048942898961145294,gaussian,5.764366088498329
0.04939621743878321,gaussian,5.671891151572376
0.049853734638738934,gaussian,5.595513316802767
0.05031548945038054,gaussian,5.58154276173921
0.05078152112327673,gaussian,5.5261666035377965
0.0512518692705333,gaussian,5.315087796272919
0.05172657387216019,gaussian,5.210143357417774
0.052205675278469754,gaussian,5.039085074922096
0.052689214213506745,gaussian,5.2871811469992025
0.05317723177850969,gaussian,4.759342741750033
0.05366976945540476,gaussian,5.0025489005536015
0.05416686911033152,gaussian,4.9905428209414175
0.054668572997201806,gaussian,4.984762520195243
0.05517492376129126,gaussian,4.615148400167587
0.05568596444286412,gaussian,4.72969081998394
0.05620173848083188,gaussian,4.752029109520466
0.05672228971644543,gaussian,4.565831505992874
0.05724766239702179,gaussian,4.29332859952494
0.05777790117970504,gaussian,4.64631332135529
0.058313051135262216,gaussian,4.222730527737555
0.058853157751914506,gaussian,4.37086188147535
0.05939826693920356,gaussian,4.149523125695701
0.05994842503189409,gaussian,3.868518376094149
0.06050367879391221,gaussian,4.105166385225024
0.061064075422320396,gaussian,3.95896437085333
0.06162966255132942,gaussian,4.044334092000949
0.062200488256347115,gaussian,3.8556759216711822
0.062776601058065,gaussian,3.8880319542969057
0.0633580499265825,gaussian,3.7988913142529035
0.0639448842855694,gaussian,3.840077998981557
0.06453715401646702,gaussian,3.732883671780621
0.06513490946272803,gaussian,3.6502561707128085
0.06573820143409585,gaussian,3.620638936173799
0.06634708121092348,gaussian,3.678330564223211
0.06696160054853219,gaussian,3.5641286899469256
0.0675818116816111,gaussian,3.402555750107918
0.06820776732865685,gaussian,3.435030536886612
0.06883952069645496,gaussian,3.3953195519259993
0.06947712548460236,gaussian,3.3233413402805367
0.07012063589007181,gaussian,3.265185441905888
0.0707701066118189,gaussian,3.230168366689504
0.07142559285543126,gaussian,3.244500598162291
0.07208715033782136,gaussian,3.1767157270008037
0.07275483529196229,gaussian,3.1522974764745406
0.07342870447166762,gaussian,3.2091002641280735
0.0741088151564157,gaussian,3.099182173923553
0.07479522515621821,gaussian,2.9948836637152807
0.07548799281653436,gaussian,3.0501728089110403
0.07618717702322995,gaussian,2.968625641926003
0.0768928372075831,gaussian,2.934380406064027
0.07760503335133571,gaussian,2.9210649446429784
0.07832382599179197,gaussian,2.8529056782196336
0.07904927622696424,gaussian,2.8460557045427017
0.07978144572076624,gaussian,2.7933125138908634
0.08052039670825474,gaussian,2.773622416980708
0.08126619200091946,gaussian,2.806068628180677
0.08201889499202203,gaussian,2.6576127204469753
0.08277856966198477,gaussian,2.653690977209375
0.08354528058382867,gaussian,2.69556635248355
0.08431909292866255,gaussian,2.5843296929848987
0.08510007247122246,gaussian,2.5818508280784545
0.0858882855954625,gaussian,2.6234236321692292
0.08668379930019779,gaussian,2.510520655165053
0.0874866812047991,gaussian,2.453293672353377
0.08829699955494087,gaussian,2.4639417369555257
0.08911482322840202,gaussian,2.39829698669589
0.08994022174092044,gaussian,2.3872981338846393
0.09077326525210229,gaussian,2.301630999723462
0.09161402457138516,gaussian,2.4667040334470802
0.09246257116405739,gaussian,2.320767320109029
0.0933189771573324,gaussian,2.3047570064021383
0.09418331534647952,gaussian,2.4478937659525037
0.09505565920101196,gaussian,2.2993906464569966
0.09593608287093142,gaussian,2.289657831936972
0.09682466119303124,gaussian,2.2624495495024175
0.09772146969725724,gaussian,2.2262398099894956
0.0986265846131282,gaussian,2.2451719384974917
0.09954008287621524,gaussian,2.2258823237063807
0.10046204213468131,gaussian,2.188286115043997
0.10139254075588153,gaussian,2.062120240900018
0.10233165783302449,gaussian,2.0946109589961517
0.10327947319189515,gaussian,2.132216402437104
0.10423606739764012,gaussian,2.058865870914721
0.1052015217616159,gaussian,2.122510916272276
0.10617591834830001,gaussian,2.0040146006255384
0.10715933998226711,gaussian,2.0315450461432016
0.10815187025522881,gaussian,2.029818222337558
0.10915359353313911,gaussian,2.0053268515048024
0.1101645949633657,gaussian,1.9692069684423588
0.1111849604819271,gaussian,1.9556501193339897
0.11221477682079803,gaussian,1.9409785592568554
0.11325413151528115,gaussian,1.966033356765608
0.11430311291144786,gaussian,1.8956029717462748
0.11536181017364786,gaussian,1.9030783404468024
0.11643031329208768,gaussian,1.8564731438497986
0.11750871309048075,gaussian,1.906299871645693
0.11859710123376695,gaussian,1.8421126299775856
0.11969557023590428,gaussian,1.8256756928104776
0.12080421346773289,gaussian,1.8677531008210018
0.12192312516491108,gaussian,1.7915396514204969
0.12305240043592616,gaussian,1.7879539618263691
0.12419213527017833,gaussian,1.7777535268199314
0.12534242654613995,gaussian,1.7554950109972138
0.1265033720395904,gaussian,1.76521980386163
0.12767507043192658,gaussian,1.7632893243345014
0.1288576213185518,gaussian,1.7459163239601276
0.13005112521734086,gaussian,1.7333222985021384
0.13125568357718428,gaussian,1.712413651841213
0.13247139878661174,gaussian,1.6932381046314287
0.13369837418249467,gaussian,1.730498125380585
0.13493671405883065,gaussian,1.6945023100437442
0.13618652367560813,gaussian,1.6662197048491203
0.13744790926775366,gaussian,1.6617199458419787
0.1387209780541621,gaussian,1.6468507651783117
0.14000583824680976,gaussian,1.632092341145425
0.14130259905995338,gaussian,1.633984002414649
0.14261137071941282,gaussian,1.6161672757349763
0.14393226447194066,gaussian,1.5933996986864702
0.14526539259467813,gaussian,1.61557299439557
0.14661086840469845,gaussian,1.5772329393461333
0.14796880626863962,gaussian,1.6111565625147275
0.1493393216124252,gaussian,1.5933389882631697
0.15072253093107554,gaussian,1.6192898584978381
0.15211855179861047,gaussian,1.5788449562631364
0.15352750287804226,gaussian,1.5819272941723017
0.15494950393146317,gaussian,1.550173474069287
0.1563846758302246,gaussian,1.5351834851582793
0.1578331405652118,gaussian,1.5313798545519197
0.1592950212572123,gaussian,1.5380949699983695
0.16077044216738237,gaussian,1.5125187877423252
0.16225952870780871,gaussian,1.506578982657932
0.16376240745216872,gaussian,1.5246910893708931
0.16527920614648955,gaussian,1.521487571256328
0.1668100537200059,gaussian,1.4814628277961823
0.16835508029612023,gaussian,1.4742110686674488
0.1699144172034626,gaussian,1.4706554022249663
0.17148819698705392,gaussian,1.4610477579854497
0.1730765534195726,gaussian,1.464034461922863
0.17467962151272456,gaussian,1.4622397323594651
0.17629753752872057,gaussian,1.471881507101821
0.17793043899185773,gaussian,1.4485198259419785
0.1795784647002095,gaussian,1.4454905566032346
0.18124175473742377,gaussian,1.4344116264864974
0.18292045048462938,gaussian,1.446211598841194
0.18461469463245475,gaussian,1.4137142944944026
0.18632463119315598,gaussian,1.4351186687772028
0.18805040551285815,gaussian,1.4178735083149152
0.18979216428391013,gaussian,1.4077383006399649
0.1915500555573528,gaussian,1.4083519933859774
0.19332422875550453,gaussian,1.4073670158229854
0.19511483468466165,gaussian,1.4017385862583533
0.19692202554791716,gaussian,1.3887427390441798
0.19874595495809838,gaussian,1.387035296934512
0.2005867779508234,gaussian,1.4028881001170146
0.2024446509976804,gaussian,1.391243527827841
0.20431973201952705,gaussian,1.3831244544424064
0.20621218039991424,gaussian,1.3823365045392026
0.20812215699863393,gaussian,1.3759576067238943
0.21004982416539153,gaussian,1.3590410850835737
0.2119953457536071,gaussian,1.392751690673792
0.21395888713434216,gaussian,1.3674365218919053
0.21594061521035654,gaussian,1.3727122348965943
0.2179406984302956,gaussian,1.3536454229297266
0.2199593068030075,gaussian,1.351946804685647
0.2219966119119955,gaussian,1.346367948061574
0.22405278693000183,gaussian,1.3404173816872575
0.22612800663372773,gaussian,1.35812175917126
0.22822244741868986,gaussian,1.3350246764651676
0.23033628731421313,gaussian,1.3385324898111328
0.23246970599856479,gaussian,1.3327484268294982
0.23462288481422625,gaussian,1.3276260355818637
0.23679600678330762,gaussian,1.3331630968137487
0.23898925662310502,gaussian,1.3175767692332419
0.2412028207618007,gaussian,1.3171485628104178
0.24343688735431104,gaussian,1.3109311509942758
0.245691646298279,gaussian,1.3219285692827594
0.24796728925021577,gaussian,1.3173253163281828
0.2502640096417919,gaussian,1.3145429950300849
0.25258200269627845,gaussian,1.3094329107932006
0.2549214654451423,gaussian,1.3075834709926133
0.2572825967447932,gaussian,1.3087991100020353
0.259665597293487,gaussian,1.3068668745466714
0.26207066964838527,gaussian,1.2977874605213784
0.26449801824277197,gaussian,1.2971224972917792
0.2669478494034321,gaussian,1.305682260167589
0.26942037136818825,gaussian,1.2962750346505125
0.2719157943036019,gaussian,1.2985449691450506
0.27443433032283654,gaussian,1.2871918592724922
0.27697619350368907,gaussian,1.2853972243819094
0.2795415999067856,gaussian,1.2856369493295066
0.28213076759394706,gaussian,1.298144684853885
0.28474391664672477,gaussian,1.2899301775874108
0.28738126918510665,gaussian,1.2811521236875238
0.2900430493863992,gaussian,1.2785316908732283
0.2927294835042816,gaussian,1.278949389229794
0.295440799888038,gaussian,1.277940061889268
0.29817722900196736,gaussian,1.2776277743308462
0.3009390034449721,gaussian,1.2777178963587699
0.30372635797033115,gaussian,1.2767419165698828
0.30653952950565266,gaussian,1.2699967882909515
