weight_concentration_prior,nll
0.0001,1.3655642063461906
0.00010139254075588153,1.3641323658617435
0.00010280447320933097,1.3623590660110225
0.00010423606739764012,1.3685817703548113
0.0001056875971184804,1.3635339058835998
0.00010715933998226712,1.3640413367350737
0.00010865157746525384,1.3722634347468592
0.0001101645949633657,1.365049917915087
0.00011169868184678226,1.3616750754278824
0.00011325413151528115,1.3659965633509028
0.00011483124145435111,1.3649193747547477
0.00011643031329208767,1.366224509628585
0.00011805165285688056,1.3646139426324306
0.00011969557023590428,1.3647530208781775
0.00012136237983442405,1.3705264654830505
0.00012305240043592616,1.3633991051637182
0.00012476595526308696,1.3653386574146553
0.00012650337203959038,1.3657566396277838
0.000128264983052806,1.3633193531135857
0.00013005112521734084,1.3613495621010914
0.00013186214013947485,1.3621591053026165
0.00013369837418249466,1.3652047509515883
0.0001355601785329369,1.365022909347585
0.00013744790926775366,1.36473611046659
0.0001393619274224142,1.3668338208191115
0.00014130259905995336,1.36241517293175
0.0001432702953409831,1.3698053737079847
0.00014526539259467812,1.3652905168703489
0.00014728827239075018,1.3618386845559833
0.00014933932161242518,1.363639906793785
0.0001514189325304352,1.364297235539106
0.00015352750287804228,1.366309539170953
0.00015566543592710622,1.3709857066242772
0.0001578331405652118,1.3659262765991556
0.00016003103137387001,1.3686472974074835
0.0001622595287078087,1.3628574215241067
0.00016451905877536624,1.3659157597306273
0.0001668100537200059,1.365037170200576
0.00016913295170296487,1.3648440389671102
0.00017148819698705392,1.3619380898981766
0.00017387624002162505,1.3682690792723313
0.00017629753752872057,1.3674772542156448
0.00017875255259042355,1.3667096572052093
0.00018124175473742377,1.3644322207030972
0.00018376562003881704,1.3637518682977972
0.00018632463119315598,1.3632068481970965
0.00018891927762076664,1.3698547202676097
0.0001915500555573528,1.3690518611099212
0.00019421746814890265,1.3614135007657366
0.00019692202554791714,1.3651515333768467
0.00019966424501097934,1.3660717660076929
0.00020244465099768038,1.362334501952783
0.00020526377527092522,1.3644570335526258
0.00020812215699863394,1.3631483148683397
0.00021102034285685965,1.3641037262119273
0.00021395888713434216,1.3670147036546474
0.00021693835183851843,1.3638170022455893
0.0002199593068030075,1.3649542667976968
0.00022302232979659386,1.3644663668822479
0.00022612800663372796,1.3638084358864246
0.00022927693128656486,1.3678912110020693
0.0002324697059985648,1.3604040661745098
0.00023570694139967278,1.3668209259373345
0.00023898925662310503,1.3617956244490732
0.00024231727942376007,1.3693923632011138
0.00024569164629827903,1.3732387146329526
0.00024911300260677886,1.3608295860367015
0.0002525820026962785,1.3692360055906216
0.00025609931002584595,1.3617553938621558
0.00025966559729348725,1.367996367705257
0.000263281546564802,1.3622148831689955
0.0002669478494034321,1.3621132893555112
0.0002706652070033241,1.373624136727222
0.0002744343303228365,1.3625265515645881
0.0002782559402207126,1.3677704642123094
0.0002821307675939471,1.3646162958435384
0.0002860595535175742,1.362111474535621
0.0002900430493863992,1.3621782640897633
0.00029408201705870637,1.365652753755383
0.00029817722900196735,1.3675618246506624
0.0003023294684405776,1.3657992030432633
0.0003065395295056527,1.3629241229950084
0.00031080821738690636,1.3691165669776786
0.00031513634848664794,1.3691179002434843
0.00031952475057592136,1.3659972746470213
0.00032397426295281955,1.3669310513135287
0.00032848573660300434,1.3646595034994826
0.0003330600343624589,1.3641879807993111
0.0003376980310825091,1.3654071618297723
0.0003424006137971426,1.365654882636737
0.00034716868189265597,1.3646423237837721
0.0003520031472796679,1.3696273553851164
0.000356904934567523,1.3724081034572415
0.00036187498124112805,1.3641872777269675
0.00036691423784024937,1.3681465725958635
0.0003720236681413066,1.365357610213811
0.00037720424934169976,1.3620526189720614
0.0003824569722466999,1.3647831078276644
0.00038778284145894574,1.3621534911881612
0.00039318287557057704,1.3635287039840223
0.00039865810735804387,1.3649493352132025
0.0004042095839796306,1.3673947112316829
0.0004098383671757261,1.3639486203716857
0.0004155455334718875,1.3667434609090123
0.0004213321743847289,1.3640439860305984
0.00042719939663067764,1.366561964846951
0.0004331483223376398,1.3638750544136697
0.0004391800892596086,1.3631278443496158
0.0004452958509942655,1.36571659136017
0.0004514967772036102,1.3633739385545225
0.00045778405383766163,1.3633298642790357
0.00046415888336127773,1.3661760609727631
0.00047062248498412813,1.3635135074800733
0.0004771760948938746,1.3684922632106844
0.00048382096649259574,1.3634171393056043
0.0004905583706365045,1.369815757082711
0.0004973895958790063,1.3660339715236207
0.0005043159487171359,1.3691054929380961
0.0005113387538414326,1.3625930555593584
0.0005184593543892913,1.3703607049221054
0.0005256791122018419,1.363894373784952
0.0005329994080844088,1.3641565294445483
0.0005404216420705915,1.3705621794197889
0.0005479472336900287,1.364285444145493
0.0005555776222398878,1.3687856270912888
